File;Result;Init Time;Solve Time;Propagations;Decisions
46.cnf;TIMEOUT;0.0009699999999999986;9.978013;N/A;N/A
0.cnf;TIMEOUT;0.0012519999999991427;10.002391000000001;N/A;N/A
52.cnf;TIMEOUT;0.0011359999999989157;9.978017999999999;N/A;N/A
85.cnf;TIMEOUT;0.0011380000000009716;10.001926999999998;N/A;N/A
91.cnf;TIMEOUT;0.0010679999999965162;9.976754;N/A;N/A
90.cnf;TIMEOUT;0.001120000000000232;10.003115999999999;N/A;N/A
84.cnf;TIMEOUT;0.0012299999999996203;9.990879;N/A;N/A
1.cnf;TIMEOUT;0.0011149999999986449;9.999779000000004;N/A;N/A
53.cnf;TIMEOUT;0.00105100000000391;9.989541000000003;N/A;N/A
47.cnf;TIMEOUT;0.0011630000000053542;9.996335000000002;N/A;N/A
51.cnf;TIMEOUT;0.0012109999999978527;9.987796000000003;N/A;N/A
3.cnf;TIMEOUT;0.0011360000000024684;9.958956;N/A;N/A
45.cnf;TIMEOUT;0.0012229999999959773;10.003569999999996;N/A;N/A
79.cnf;TIMEOUT;0.0011399999999923693;9.990230999999994;N/A;N/A
92.cnf;TIMEOUT;0.0010410000000149466;9.979732000000013;N/A;N/A
86.cnf;TIMEOUT;0.0011369999999999436;9.845202;N/A;N/A
87.cnf;TIMEOUT;0.0012140000000044893;9.912419;N/A;N/A
93.cnf;TIMEOUT;0.0012310000000184118;9.712571999999994;N/A;N/A
78.cnf;TIMEOUT;0.0013339999999857355;9.872870000000006;N/A;N/A
44.cnf;TIMEOUT;0.0020880000000147447;10.002951999999993;N/A;N/A
50.cnf;TIMEOUT;0.0030209999999897263;9.980950000000007;N/A;N/A
2.cnf;TIMEOUT;0.0011580000000037671;10.00230400000001;N/A;N/A
68.cnf;TIMEOUT;0.0010530000000130713;9.988688999999994;N/A;N/A
6.cnf;TIMEOUT;0.001130000000017617;9.999904999999984;N/A;N/A
54.cnf;TIMEOUT;0.0011089999999853717;9.991602999999998;N/A;N/A
40.cnf;TIMEOUT;0.0011339999999790962;10.001439000000005;N/A;N/A
97.cnf;TIMEOUT;0.0011930000000006658;9.986921999999993;N/A;N/A
83.cnf;TIMEOUT;0.0011419999999588981;9.993294000000049;N/A;N/A
82.cnf;TIMEOUT;0.001056000000005497;9.997681;N/A;N/A
96.cnf;TIMEOUT;0.0011969999999905667;10.001802999999995;N/A;N/A
41.cnf;TIMEOUT;0.0013999999999896318;10.00087000000002;N/A;N/A
7.cnf;TIMEOUT;0.0011109999999803222;9.954543000000001;N/A;N/A
55.cnf;TIMEOUT;0.0013079999999945358;10.005289000000005;N/A;N/A
69.cnf;TIMEOUT;0.0011509999999930187;10.004839000000004;N/A;N/A
43.cnf;TIMEOUT;0.0017690000000243344;10.000238000000024;N/A;N/A
57.cnf;TIMEOUT;0.001412000000016178;10.00530299999997;N/A;N/A
5.cnf;TIMEOUT;0.0013770000000477012;10.00757299999998;N/A;N/A
80.cnf;TIMEOUT;0.001380000000040127;10.004137999999955;N/A;N/A
94.cnf;TIMEOUT;0.0014800000000150249;10.00088199999999;N/A;N/A
95.cnf;TIMEOUT;0.0013229999999566644;10.005885000000035;N/A;N/A
81.cnf;TIMEOUT;0.0017070000000103391;10.004924000000017;N/A;N/A
56.cnf;TIMEOUT;0.0010720000000219443;10.000241000000017;N/A;N/A
4.cnf;TIMEOUT;0.001335999999980686;10.000658999999985;N/A;N/A
42.cnf;TIMEOUT;0.0018959999999879074;10.00511499999999;N/A;N/A
25.cnf;TIMEOUT;0.001063999999985299;10.000149000000022;N/A;N/A
31.cnf;TIMEOUT;0.0018200000000092587;10.006212000000005;N/A;N/A
19.cnf;TIMEOUT;0.0013529999999946085;9.999916000000042;N/A;N/A
18.cnf;TIMEOUT;0.0010859999999865977;10.001406000000031;N/A;N/A
30.cnf;TIMEOUT;0.001814999999965039;10.002515000000017;N/A;N/A
24.cnf;TIMEOUT;0.001033000000006723;9.99984900000004;N/A;N/A
32.cnf;TIMEOUT;0.001864999999952488;10.005069000000049;N/A;N/A
26.cnf;TIMEOUT;0.001519999999970878;10.005122000000028;N/A;N/A
27.cnf;TIMEOUT;0.0011610000000246146;10.007254999999986;N/A;N/A
33.cnf;TIMEOUT;0.0031930000000102154;10.001915000000054;N/A;N/A
37.cnf;TIMEOUT;0.0010180000000445943;9.999421999999981;N/A;N/A
23.cnf;TIMEOUT;0.001167000000009466;10.006399999999985;N/A;N/A
22.cnf;TIMEOUT;0.0012020000000347864;10.004533999999921;N/A;N/A
36.cnf;TIMEOUT;0.0010859999999865977;10.006733999999938;N/A;N/A
20.cnf;TIMEOUT;0.0010509999999612774;10.003647;N/A;N/A
34.cnf;TIMEOUT;0.0010919999999714491;10.001917000000049;N/A;N/A
35.cnf;TIMEOUT;0.0010559999999486536;10.005203000000051;N/A;N/A
21.cnf;TIMEOUT;0.001109000000042215;10.000178000000005;N/A;N/A
10.cnf;TIMEOUT;0.0011890000000676082;10.00437199999999;N/A;N/A
38.cnf;TIMEOUT;0.0011879999999564461;10.009323999999992;N/A;N/A
39.cnf;TIMEOUT;0.0014269999999214633;10.001942999999983;N/A;N/A
11.cnf;TIMEOUT;0.0013710000000628497;9.99527599999999;N/A;N/A
13.cnf;TIMEOUT;0.0017789999999422434;10.004451000000017;N/A;N/A
12.cnf;TIMEOUT;0.0014099999999643842;10.00613300000009;N/A;N/A
16.cnf;TIMEOUT;0.001552000000060616;10.002224999999953;N/A;N/A
17.cnf;TIMEOUT;0.0014779999999063875;10.005172000000016;N/A;N/A
29.cnf;TIMEOUT;0.0014200000000528235;10.00779799999998;N/A;N/A
15.cnf;TIMEOUT;0.0019190000000435248;10.002615999999989;N/A;N/A
14.cnf;TIMEOUT;0.0013830000000325526;10.000764000000004;N/A;N/A
28.cnf;TIMEOUT;0.0014439999999922293;9.998804000000064;N/A;N/A
67.cnf;TIMEOUT;0.001794000000018059;10.005537000000004;N/A;N/A
73.cnf;TIMEOUT;0.0014119999999593347;10.003327000000013;N/A;N/A
9.cnf;TIMEOUT;0.0014669999999341599;10.007134000000065;N/A;N/A
98.cnf;TIMEOUT;0.001752000000010412;10.003920999999991;N/A;N/A
8.cnf;TIMEOUT;0.0015570000000479922;10.00636899999995;N/A;N/A
72.cnf;TIMEOUT;0.0018770000000358777;10.004258999999934;N/A;N/A
66.cnf;TIMEOUT;0.001510000000052969;10.003562999999986;N/A;N/A
70.cnf;TIMEOUT;0.001452000000085718;10.008884999999964;N/A;N/A
64.cnf;TIMEOUT;0.0018169999999599895;10.002116999999998;N/A;N/A
58.cnf;TIMEOUT;0.0011409999999614229;10.006289000000038;N/A;N/A
59.cnf;TIMEOUT;0.0017870000000357322;10.00388799999996;N/A;N/A
65.cnf;TIMEOUT;0.0014879999999948268;10.005521000000044;N/A;N/A
71.cnf;TIMEOUT;0.001576999999997497;10.003577000000064;N/A;N/A
49.cnf;TIMEOUT;0.0018290000000433793;10.000111999999945;N/A;N/A
75.cnf;TIMEOUT;0.0011140000000295913;10.005637999999976;N/A;N/A
61.cnf;TIMEOUT;0.0018350000000282307;10.00570300000004;N/A;N/A
60.cnf;TIMEOUT;0.0012910000000374566;10.005419999999958;N/A;N/A
74.cnf;TIMEOUT;0.001698000000033062;10.005347000000029;N/A;N/A
48.cnf;TIMEOUT;0.0024190000000317013;10.004701999999952;N/A;N/A
62.cnf;TIMEOUT;0.0011889999999539214;10.00542900000005;N/A;N/A
76.cnf;TIMEOUT;0.0011940000000549844;10.007295;N/A;N/A
89.cnf;TIMEOUT;0.0010979999999563006;10.001171;N/A;N/A
88.cnf;TIMEOUT;0.001320999999961714;10.005261000000019;N/A;N/A
77.cnf;TIMEOUT;0.001268000000095526;10.005617999999913;N/A;N/A
63.cnf;TIMEOUT;0.0011290000001054068;10.005261999999902;N/A;N/A
46.cnf;TIMEOUT;0.0010100000000647924;10.008744999999976;N/A;N/A
0.cnf;TIMEOUT;0.0014710000000377477;10.001327999999944;N/A;N/A
52.cnf;TIMEOUT;0.0015099999999392821;10.00472400000001;N/A;N/A
85.cnf;TIMEOUT;0.0014170000000603977;10.000245000000064;N/A;N/A
91.cnf;TIMEOUT;0.0018239999999423162;10.004496000000017;N/A;N/A
90.cnf;TIMEOUT;0.0013389999999162683;10.003936000000067;N/A;N/A
84.cnf;TIMEOUT;0.0015129999999317079;10.00276800000006;N/A;N/A
1.cnf;TIMEOUT;0.0019069999998464482;9.98745000000008;N/A;N/A
53.cnf;TIMEOUT;0.0014400000000023283;9.702616000000035;N/A;N/A
47.cnf;TIMEOUT;0.0018869999998969433;9.805839000000105;N/A;N/A
51.cnf;TIMEOUT;0.0022069999999985157;9.657357000000047;N/A;N/A
3.cnf;TIMEOUT;0.0013619999999718857;9.670166999999992;N/A;N/A
45.cnf;TIMEOUT;0.0020980000001600274;9.798166000000037;N/A;N/A
79.cnf;TIMEOUT;0.001672999999982494;9.890145999999959;N/A;N/A
92.cnf;TIMEOUT;0.0016189999998914573;9.930820999999924;N/A;N/A
86.cnf;TIMEOUT;0.0018509999999878346;9.891176000000087;N/A;N/A
87.cnf;TIMEOUT;0.001678000000083557;9.926707999999962;N/A;N/A
93.cnf;TIMEOUT;0.0014510000000882428;9.946020999999973;N/A;N/A
78.cnf;TIMEOUT;0.0020050000000537693;9.891321000000062;N/A;N/A
44.cnf;TIMEOUT;0.0014730000000326982;9.69040300000006;N/A;N/A
50.cnf;TIMEOUT;0.0017119999999977153;9.928674;N/A;N/A
2.cnf;TIMEOUT;0.0017600000001039007;9.975592000000006;N/A;N/A
68.cnf;TIMEOUT;0.0015300000000024738;9.92414800000006;N/A;N/A
6.cnf;TIMEOUT;0.0019720000000233995;9.925027999999884;N/A;N/A
54.cnf;TIMEOUT;0.0014740000001438602;9.951353000000154;N/A;N/A
40.cnf;TIMEOUT;0.0015350000001035369;9.904682999999977;N/A;N/A
97.cnf;TIMEOUT;0.00198099999988699;9.962082999999893;N/A;N/A
83.cnf;TIMEOUT;0.0016050000001541775;9.962526999999909;N/A;N/A
82.cnf;TIMEOUT;0.0015410000000883883;9.999855000000025;N/A;N/A
96.cnf;TIMEOUT;0.0015550000000530417;10.000125000000025;N/A;N/A
41.cnf;SAT;0.0014280000000326254;0.10700100000008206;44779;1091
7.cnf;TIMEOUT;0.001778000000058455;9.953017999999929;N/A;N/A
55.cnf;TIMEOUT;0.0019239999999172142;10.00275099999999;N/A;N/A
69.cnf;TIMEOUT;0.003623000000061438;9.949613999999883;N/A;N/A
43.cnf;TIMEOUT;0.0012639999999919382;10.004533000000038;N/A;N/A
57.cnf;TIMEOUT;0.001190999999835185;9.967624000000114;N/A;N/A
