File;Result;Init Time;Solve Time;Propagations;Decisions
838.cnf;SAT;0.00011400000000000299;7.699999999999374e-05;14;6
192.cnf;SAT;0.00013499999999999623;0.00014700000000000824;36;7
44.cnf;SAT;0.00013399999999999523;0.0002319999999999961;67;8
804.cnf;SAT;0.00011099999999999999;8.500000000000174e-05;20;7
50.cnf;SAT;0.00012099999999999611;0.00011200000000000099;25;8
810.cnf;SAT;0.00012100000000000999;0.0004219999999999918;144;22
2.cnf;SAT;0.0002339999999999981;0.0005939999999999973;210;26
757.cnf;SAT;0.00011900000000000799;0.00026099999999999735;85;13
743.cnf;SAT;0.0001239999999999991;0.00031299999999999384;92;12
794.cnf;SAT;0.00011099999999999999;9.200000000000874e-05;22;8
958.cnf;SAT;0.00010899999999999799;0.00015400000000000136;37;9
780.cnf;SAT;0.00011099999999999999;9.800000000000086e-05;19;8
970.cnf;SAT;0.00013900000000000023;0.00018999999999999573;50;9
964.cnf;SAT;0.00024099999999999122;0.0003040000000000126;97;14
555.cnf;SAT;0.0001270000000000021;0.0003379999999999911;91;13
233.cnf;SAT;0.00012899999999999023;0.00016500000000001236;50;7
227.cnf;SAT;0.0001239999999999991;0.0002319999999999961;71;10
541.cnf;SAT;0.00012099999999999611;0.0005310000000000037;178;17
569.cnf;SAT;0.00011200000000000099;0.00013499999999999623;35;7
596.cnf;SAT;0.00014099999999998836;0.00020600000000001173;66;9
582.cnf;SAT;0.00024399999999999422;0.00043900000000000883;141;18
586.cnf;SAT;0.00012199999999999711;0.0005510000000000098;185;22
592.cnf;SAT;0.00011300000000000199;0.00022099999999999898;79;10
545.cnf;SAT;0.00011099999999999999;0.0002540000000000042;72;9
223.cnf;SAT;0.00012099999999999611;0.00013799999999999923;39;7
237.cnf;SAT;0.00011300000000000199;9.600000000001274e-05;24;5
551.cnf;SAT;0.00011700000000000599;0.00017600000000000948;49;7
579.cnf;SAT;0.0002550000000000052;0.00016900000000000248;43;8
784.cnf;SAT;0.00011500000000000399;7.899999999999574e-05;15;9
790.cnf;SAT;0.00010999999999999899;0.00012499999999998623;37;7
948.cnf;SAT;0.00012199999999998323;8.600000000000274e-05;16;4
960.cnf;SAT;0.00011800000000000699;0.00013599999999999723;31;9
974.cnf;SAT;0.00011300000000000199;0.0002600000000000102;82;11
747.cnf;SAT;0.00012199999999998323;0.00014500000000000624;38;7
753.cnf;SAT;0.0002469999999999972;0.0003959999999999797;121;15
196.cnf;SAT;0.00011400000000000299;0.00012899999999999023;35;9
828.cnf;SAT;0.000126000000000015;8.299999999999974e-05;13;7
68.cnf;SAT;0.00010999999999999899;0.0003180000000000127;103;12
182.cnf;SAT;0.00010999999999999899;0.00026399999999998647;79;12
6.cnf;SAT;0.00012199999999998323;0.00035600000000002296;116;13
814.cnf;SAT;0.00011500000000000399;0.00017900000000001248;52;7
54.cnf;SAT;0.0002459999999999962;0.00010999999999999899;24;8
800.cnf;SAT;0.00011099999999999999;6.70000000000115e-05;16;4
40.cnf;SAT;0.00011700000000000599;0.00013199999999999323;32;10
155.cnf;SAT;0.00011500000000000399;8.900000000000574e-05;17;6
633.cnf;SAT;0.00011899999999998023;0.0003750000000000142;130;19
627.cnf;SAT;0.00012000000000000899;0.00020000000000000573;60;11
141.cnf;SAT;0.00012499999999998623;0.00038900000000000046;121;14
169.cnf;SAT;0.00023599999999998622;0.00022900000000000698;61;12
97.cnf;SAT;0.00012199999999998323;0.0003130000000000077;98;14
83.cnf;SAT;0.00010999999999999899;0.0003439999999999832;116;12
394.cnf;SAT;0.00011900000000000799;0.00011699999999997823;27;6
380.cnf;SAT;0.00012100000000000999;0.00014100000000000223;45;7
431.cnf;SAT;0.00012100000000000999;0.00013900000000000023;31;10
357.cnf;SAT;0.00011700000000000599;0.00048199999999998244;158;19
343.cnf;SAT;0.00026099999999998347;0.00028600000000000847;80;13
425.cnf;SAT;0.00013499999999999623;0.00037499999999998646;114;12
419.cnf;SAT;0.00014600000000000724;0.00038900000000000046;108;16
418.cnf;SAT;0.00013499999999999623;0.00028300000000000547;84;8
342.cnf;SAT;0.00013299999999999423;0.00021599999999999397;62;12
424.cnf;SAT;0.00012999999999999123;0.00018899999999999473;51;12
430.cnf;SAT;0.00012899999999999023;0.0003029999999999977;82;13
356.cnf;SAT;0.0002570000000000072;0.00019199999999999773;61;8
381.cnf;SAT;0.00011900000000000799;7.10000000000155e-05;13;7
395.cnf;SAT;0.00012000000000000899;0.0003479999999999872;108;12
82.cnf;SAT;0.00011300000000000199;0.00028000000000000247;93;14
168.cnf;SAT;0.00011499999999997623;8.099999999999774e-05;15;8
96.cnf;SAT;0.00011400000000000299;0.00033299999999999996;110;10
626.cnf;SAT;0.00011700000000000599;0.00013900000000000023;36;12
140.cnf;SAT;0.0002530000000000032;0.0004989999999999994;162;15
154.cnf;SAT;0.00011699999999997823;0.0002700000000000202;93;14
632.cnf;SAT;0.00011600000000000499;0.00015100000000001224;42;5
41.cnf;SAT;0.00011600000000000499;0.0006299999999999917;222;25
801.cnf;SAT;0.00011500000000000399;7.199999999998874e-05;14;6
7.cnf;SAT;0.00011400000000000299;0.00017999999999998573;52;11
55.cnf;SAT;0.00011700000000000599;0.00017999999999998573;63;10
815.cnf;SAT;0.0002479999999999982;0.00015100000000001224;40;8
183.cnf;SAT;0.000128000000000017;0.00028300000000000547;95;10
197.cnf;SAT;0.00011200000000000099;0.00020500000000001073;63;10
69.cnf;SAT;0.00012399999999998523;0.00016399999999999748;48;7
829.cnf;SAT;0.00011300000000000199;0.00017500000000000848;44;8
752.cnf;SAT;0.00011400000000000299;8.299999999999974e-05;17;9
746.cnf;SAT;0.00011700000000000599;0.0004509999999999792;142;18
975.cnf;SAT;0.0002520000000000022;0.00017800000000001148;50;13
961.cnf;SAT;0.000125000000000014;0.0002959999999999907;101;12
949.cnf;SAT;0.00011400000000000299;0.0003070000000000017;99;17
791.cnf;SAT;0.00011200000000000099;0.00013900000000000023;36;7
785.cnf;SAT;0.00011200000000000099;0.00028100000000000347;85;13
578.cnf;SAT;0.00011200000000000099;0.00019299999999999873;45;12
236.cnf;SAT;0.000123000000000012;0.00014999999999998348;35;12
550.cnf;SAT;0.0002560000000000062;0.00026899999999999147;88;11
544.cnf;SAT;0.00011400000000000299;6.999999999998674e-05;15;5
222.cnf;SAT;0.00011300000000000199;0.00018099999999998673;57;8
593.cnf;SAT;0.00010999999999999899;0.0003579999999999972;111;19
587.cnf;SAT;0.00011099999999999999;0.00018699999999999273;51;10
591.cnf;SAT;0.00011200000000000099;0.00036399999999997545;119;13
585.cnf;SAT;0.00011600000000000499;0.0002489999999999992;74;9
552.cnf;SAT;0.00024199999999999222;0.00019199999999999773;58;8
234.cnf;SAT;0.00012599999999998723;9.800000000001474e-05;27;5
220.cnf;SAT;0.00012200000000001099;0.00027299999999999547;79;16
546.cnf;SAT;0.00012099999999998223;0.00029800000000002047;86;11
208.cnf;SAT;0.00011500000000000399;0.00010399999999999299;26;4
793.cnf;SAT;0.00011400000000000299;0.00014000000000000123;35;5
787.cnf;SAT;0.00012699999999998823;0.00039800000000000946;131;14
977.cnf;SAT;0.0002479999999999982;0.00026599999999998847;82;9
963.cnf;SAT;0.00012899999999999023;0.0004220000000000057;121;18
988.cnf;SAT;0.000123000000000012;0.00024099999999999122;66;12
750.cnf;SAT;0.00011200000000000099;0.00023400000000001198;80;14
744.cnf;SAT;0.00012000000000000899;0.0002560000000000062;80;11
778.cnf;SAT;0.000127000000000016;0.0005860000000000032;190;26
181.cnf;SAT;0.00013599999999999723;0.00034800000000001496;101;12
195.cnf;SAT;0.00027099999999999347;0.00010799999999999699;25;10
803.cnf;SAT;0.00013599999999999723;0.0004619999999999902;154;19
43.cnf;SAT;0.00013399999999999523;0.00010599999999999499;23;8
817.cnf;SAT;0.00012299999999998423;0.0005020000000000024;169;16
57.cnf;SAT;0.00011200000000000099;0.00034100000000000796;97;12
5.cnf;SAT;0.000123000000000012;0.0003640000000000032;108;14
142.cnf;SAT;0.00011400000000000299;9.600000000001274e-05;22;7
624.cnf;SAT;0.0002500000000000002;0.00010999999999999899;27;7
630.cnf;SAT;0.00012100000000000999;0.00013900000000000023;31;9
156.cnf;SAT;0.00012299999999998423;0.00045200000000000795;157;21
618.cnf;SAT;0.00011200000000000099;0.00013599999999999723;37;9
80.cnf;SAT;0.000123000000000012;0.00015000000000001124;35;7
94.cnf;SAT;0.000123000000000012;0.00032199999999998896;103;12
383.cnf;SAT;0.00011700000000000599;0.00012799999999998923;34;6
397.cnf;SAT;0.00026399999999998647;0.00010299999999999199;20;7
426.cnf;SAT;0.000123000000000012;0.0004029999999999867;129;20
340.cnf;SAT;0.00012299999999998423;0.000133000000000022;30;11
354.cnf;SAT;0.00012200000000001099;0.00032799999999999496;95;17
432.cnf;SAT;0.00011200000000000099;0.00038099999999999246;142;18
368.cnf;SAT;0.00012099999999998223;0.00040400000000001546;118;14
369.cnf;SAT;0.00011600000000000499;0.00017000000000000348;50;9
355.cnf;SAT;0.00027199999999999447;0.00015100000000001224;42;4
433.cnf;SAT;0.00011500000000000399;0.00012799999999998923;33;7
427.cnf;SAT;0.00011800000000000699;0.00016700000000000048;40;9
341.cnf;SAT;0.00011700000000000599;0.0005370000000000097;171;21
396.cnf;SAT;0.00011300000000000199;0.00014700000000000824;48;8
382.cnf;SAT;0.00011600000000000499;0.00022099999999999898;63;10
95.cnf;SAT;0.000123000000000012;0.0004780000000000062;152;18
81.cnf;SAT;0.0002710000000000212;0.00021999999999999797;72;10
619.cnf;SAT;0.00011500000000000399;0.00010000000000001674;21;7
631.cnf;SAT;0.00011900000000000799;0.00014200000000000323;37;7
157.cnf;SAT;0.00011999999999998123;0.000124000000000013;35;4
143.cnf;SAT;0.000129000000000018;8.800000000000474e-05;18;4
625.cnf;SAT;0.00011500000000000399;0.00016800000000000148;47;7
56.cnf;SAT;0.00012999999999999123;0.00034200000000000896;100;18
816.cnf;SAT;0.0002520000000000022;0.00021100000000001673;69;10
4.cnf;SAT;0.00011600000000000499;0.00019099999999999673;56;9
42.cnf;SAT;0.00011600000000000499;0.00026299999999998547;82;14
802.cnf;SAT;0.00012699999999998823;0.00010500000000002174;19;9
194.cnf;SAT;0.000129000000000018;0.00023999999999999022;72;11
180.cnf;SAT;0.00012199999999998323;0.0003640000000000032;119;15
779.cnf;SAT;0.00013099999999999223;0.00017400000000000748;48;8
745.cnf;SAT;0.0002590000000000092;0.00028000000000000247;82;13
751.cnf;SAT;0.00012699999999998823;0.0003120000000000067;102;9
989.cnf;SAT;0.00011299999999997423;0.00017600000000000948;56;7
962.cnf;SAT;0.00011300000000000199;9.499999999998399e-05;21;8
976.cnf;SAT;0.000125000000000014;0.00034800000000001496;104;14
786.cnf;SAT;0.00011599999999997723;0.00027800000000000047;81;9
792.cnf;SAT;0.00013499999999999623;7.40000000000185e-05;15;5
209.cnf;SAT;0.0004669999999999952;0.00010100000000001774;22;6
221.cnf;SAT;0.000128000000000017;0.00019800000000000373;51;9
547.cnf;SAT;0.00011600000000000499;0.00015799999999999148;45;10
553.cnf;SAT;0.00013299999999999423;0.00028300000000000547;97;11
235.cnf;SAT;0.00012000000000000899;0.00011500000000000399;30;5
584.cnf;SAT;0.00011499999999997623;0.00011300000000000199;29;7
590.cnf;SAT;0.00011600000000000499;9.899999999998799e-05;21;5
291.cnf;SAT;0.00028600000000000847;9.899999999998799e-05;20;10
285.cnf;SAT;0.00013499999999999623;0.0002610000000000112;78;11
508.cnf;SAT;0.000124000000000013;0.00027099999999999347;68;13
534.cnf;SAT;0.00011400000000000299;0.00019899999999997697;63;11
252.cnf;SAT;0.00012100000000000999;0.0003529999999999922;114;14
246.cnf;SAT;0.00011799999999997923;0.0003620000000000012;120;13
520.cnf;SAT;0.00012000000000000899;0.00019099999999999673;56;12
911.cnf;SAT;0.0008379999999999777;0.00041400000000002546;137;18
905.cnf;SAT;0.00012000000000000899;9.899999999998799e-05;20;11
939.cnf;SAT;0.00011900000000000799;0.0004689999999999972;163;19
736.cnf;SAT;0.00011699999999997823;0.00018800000000002148;56;10
722.cnf;SAT;0.00013199999999999323;0.00019700000000000273;49;9
865.cnf;SAT;0.00012200000000001099;0.00016199999999999548;47;10
25.cnf;SAT;0.000132000000000021;0.00012199999999998323;26;7
871.cnf;SAT;0.00039400000000000546;0.0003489999999999882;103;11
31.cnf;SAT;0.00012599999999998723;0.0005980000000000152;185;23
859.cnf;SAT;0.000128000000000017;0.00018199999999998773;39;10
19.cnf;SAT;0.00014100000000000223;0.00023999999999999022;62;8
681.cnf;SAT;0.00013099999999999223;0.00023500000000001298;64;8
695.cnf;SAT;0.000130000000000019;7.699999999999374e-05;11;9
118.cnf;SAT;0.000123000000000012;0.0002459999999999962;77;11
124.cnf;SAT;0.00024399999999999422;0.00011800000000000699;35;6
642.cnf;SAT;0.00012499999999998623;0.00019800000000000373;61;10
656.cnf;SAT;0.00012799999999998923;0.00011400000000000299;27;6
130.cnf;SAT;0.00012399999999998523;9.000000000000674e-05;18;7
483.cnf;SAT;0.00013100000000002;0.0005349999999999799;154;21
497.cnf;SAT;0.000127000000000016;0.00016399999999999748;39;14
468.cnf;SAT;0.000126000000000015;8.500000000000174e-05;16;4
440.cnf;SAT;0.0002690000000000192;0.00011399999999997523;23;6
326.cnf;SAT;0.000126000000000015;0.00038099999999999246;112;13
332.cnf;SAT;0.00012499999999998623;0.00029400000000001647;90;12
454.cnf;SAT;0.00011300000000000199;0.00021399999999999197;63;8
333.cnf;SAT;0.00011600000000000499;0.00010099999999998999;21;8
455.cnf;SAT;0.00011400000000000299;0.00027900000000000147;82;8
441.cnf;SAT;0.00012199999999998323;0.00014000000000000123;36;5
327.cnf;SAT;0.00027499999999999747;8.199999999999874e-05;13;7
469.cnf;SAT;0.000124000000000013;0.00032799999999999496;93;13
496.cnf;SAT;0.00011999999999998123;0.00011400000000000299;28;10
482.cnf;SAT;0.00012399999999998523;0.0005070000000000074;185;19
657.cnf;SAT;0.00011500000000000399;9.299999999998199e-05;18;9
131.cnf;SAT;0.00012999999999999123;0.00028800000000001047;95;14
125.cnf;SAT;0.00012100000000000999;0.00027900000000000147;77;15
643.cnf;SAT;0.0002530000000000032;0.00026599999999998847;80;12
119.cnf;SAT;0.00011899999999998023;0.00028600000000000847;85;12
694.cnf;SAT;0.00012299999999998423;0.0002479999999999982;84;12
680.cnf;SAT;0.00011700000000000599;0.0004929999999999934;151;19
18.cnf;SAT;0.00013199999999999323;0.0002479999999999982;74;9
858.cnf;SAT;0.00013099999999999223;0.00012899999999999023;25;8
30.cnf;SAT;0.00012200000000001099;7.099999999998774e-05;14;6
870.cnf;SAT;0.00027900000000000147;0.0002510000000000012;72;12
24.cnf;SAT;0.00011900000000000799;0.00013599999999999723;33;8
864.cnf;SAT;0.00012699999999998823;0.00028000000000000247;71;13
723.cnf;SAT;0.00012599999999998723;0.00010100000000001774;26;5
737.cnf;SAT;0.000123000000000012;0.00023799999999998822;69;10
938.cnf;SAT;0.000126000000000015;0.00038099999999999246;125;12
904.cnf;SAT;0.00012999999999999123;0.00015099999999998448;38;6
910.cnf;SAT;0.00027299999999999547;0.00013900000000000023;34;6
247.cnf;SAT;0.00012699999999998823;0.000127000000000016;24;9
521.cnf;SAT;0.000125000000000014;0.0004200000000000037;128;20
535.cnf;SAT;0.00012599999999998723;0.00021699999999999497;61;10
253.cnf;SAT;0.00012599999999998723;0.0003690000000000082;122;13
509.cnf;SAT;0.00012799999999998923;0.0002500000000000002;70;7
284.cnf;SAT;0.00012899999999999023;0.00012899999999999023;32;4
290.cnf;SAT;0.00027499999999999747;0.00043899999999999495;142;16
286.cnf;SAT;0.000124000000000013;0.00022999999999998022;61;11
292.cnf;SAT;0.000124000000000013;0.00024399999999999422;68;12
279.cnf;SAT;0.00013100000000002;0.00020599999999998397;56;8
523.cnf;SAT;0.00013099999999999223;0.00011900000000000799;26;7
245.cnf;SAT;0.00012399999999998523;7.699999999999374e-05;13;7
251.cnf;SAT;0.00013199999999999323;0.000125000000000014;25;9
537.cnf;SAT;0.0002650000000000152;0.00018599999999999173;54;9
906.cnf;SAT;0.00012899999999999023;0.00023000000000000798;65;13
912.cnf;SAT;0.000126000000000015;0.00043199999999998795;142;18
709.cnf;SAT;0.00012699999999998823;7.90000000000235e-05;16;4
721.cnf;SAT;0.000129000000000018;0.00024099999999999122;64;8
735.cnf;SAT;0.00012999999999999123;0.00018099999999998673;46;14
872.cnf;SAT;0.00013099999999999223;0.00040000000000001146;124;16
32.cnf;SAT;0.0002909999999999857;0.00012100000000000999;29;8
866.cnf;SAT;0.00014300000000000423;0.000132000000000021;29;7
26.cnf;SAT;0.000127000000000016;7.599999999999274e-05;15;5
696.cnf;SAT;0.00012699999999998823;0.0003559999999999952;117;12
682.cnf;SAT;0.00014500000000000624;0.0003369999999999762;99;12
669.cnf;SAT;0.00013099999999999223;0.00015900000000002024;35;9
133.cnf;SAT;0.00013900000000000023;0.0004260000000000097;127;20
655.cnf;SAT;0.0003039999999999987;0.00011599999999997723;26;7
641.cnf;SAT;0.00015099999999998448;0.0005410000000000137;159;21
899.cnf;SAT;0.00014399999999997748;0.0005470000000000197;163;19
127.cnf;SAT;0.00014100000000000223;0.00010299999999999199;22;6
494.cnf;SAT;0.00013099999999999223;0.0003240000000000187;92;15
480.cnf;SAT;0.000129000000000018;7.799999999999474e-05;14;6
319.cnf;SAT;0.00013099999999999223;0.00020599999999998397;55;9
457.cnf;SAT;0.00027399999999999647;0.0007220000000000004;229;27
331.cnf;SAT;0.00012699999999998823;0.00040100000000001246;127;15
325.cnf;SAT;0.000128000000000017;8.899999999997799e-05;16;8
443.cnf;SAT;0.000126000000000015;9.999999999998899e-05;21;5
324.cnf;SAT;0.00012399999999998523;0.00014800000000000924;33;8
442.cnf;SAT;0.00013100000000002;0.00012999999999999123;32;9
456.cnf;SAT;0.00012999999999999123;0.00015400000000001524;40;7
330.cnf;SAT;0.00028900000000001147;0.0007039999999999824;213;24
318.cnf;SAT;0.00014500000000000624;0.0004669999999999952;132;22
481.cnf;SAT;0.00012699999999998823;8.099999999999774e-05;17;3
495.cnf;SAT;0.00014000000000000123;0.00032099999999998796;91;13
898.cnf;SAT;0.00014200000000000323;0.00037999999999999146;114;16
640.cnf;SAT;0.00013199999999999323;7.899999999999574e-05;15;5
126.cnf;SAT;0.00013499999999999623;0.0002580000000000082;69;12
132.cnf;SAT;0.0002720000000000222;0.00012999999999999123;32;8
654.cnf;SAT;0.00012699999999998823;0.0004280000000000117;120;16
668.cnf;SAT;0.000124000000000013;7.799999999999474e-05;18;2
683.cnf;SAT;0.00013299999999999423;0.00016700000000000048;36;11
697.cnf;SAT;0.000125000000000014;0.00011800000000000699;29;7
27.cnf;SAT;0.000125000000000014;7.699999999999374e-05;15;5
867.cnf;SAT;0.00013099999999999223;0.00020999999999998797;51;12
33.cnf;SAT;0.00028000000000000247;0.0003589999999999982;98;16
873.cnf;SAT;0.00012599999999998723;0.00045300000000000895;128;17
734.cnf;SAT;0.00012399999999998523;0.00033099999999999796;98;8
720.cnf;SAT;0.00014200000000000323;0.0004959999999999964;148;22
708.cnf;SAT;0.000133000000000022;0.0004659999999999942;141;16
